gen,primary_type,secondary_type,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychict,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,num_abilities,evo_length,has_mega_evolution,has_gigantamax,rarity
2.0,electric,No secondary type,50.0,50.0,0.8,13.3,120.0,5120.0,70.0,55.0,55.0,80.0,60.0,45.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,5.0,0.0,0.0,0.0
2.0,electric,No secondary type,50.0,50.0,1.4,61.5,45.0,5120.0,90.0,75.0,85.0,115.0,90.0,55.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,5.0,1.0,0.0,0.0
2.0,grass,No secondary type,50.2,49.8,0.4,5.8,45.0,5120.0,75.0,80.0,95.0,90.0,100.0,50.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0
2.0,water,fairy,50.2,49.8,0.4,8.5,190.0,2560.0,70.0,20.0,50.0,20.0,50.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,3.0,5.0,0.0,0.0,0.0
2.0,water,fairy,50.2,49.8,0.8,28.5,75.0,2560.0,100.0,50.0,80.0,60.0,80.0,50.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,3.0,5.0,0.0,0.0,0.0
2.0,rock,No secondary type,50.2,49.8,1.2,38.0,65.0,5120.0,70.0,100.0,115.0,30.0,65.0,30.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0
2.0,water,No secondary type,50.2,49.8,1.1,33.9,45.0,5120.0,90.0,75.0,75.0,90.0,100.0,70.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,5.0,0.0,0.0,0.0
2.0,grass,flying,50.0,50.0,0.4,0.5,255.0,5120.0,35.0,35.0,40.0,35.0,55.0,50.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0
2.0,grass,flying,50.0,50.0,0.6,1.0,120.0,5120.0,55.0,45.0,50.0,45.0,65.0,80.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0
2.0,grass,flying,50.0,50.0,0.8,3.0,45.0,5120.0,75.0,55.0,70.0,55.0,95.0,110.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0
2.0,normal,No secondary type,50.0,50.0,0.8,11.5,45.0,5120.0,55.0,70.0,55.0,40.0,55.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0
2.0,grass,No secondary type,50.0,50.0,0.3,1.8,235.0,5120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0
2.0,grass,No secondary type,50.0,50.0,0.8,8.5,120.0,5120.0,75.0,75.0,55.0,105.0,85.0,30.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0
2.0,bug,flying,50.0,50.0,1.2,38.0,75.0,5120.0,65.0,65.0,45.0,75.0,45.0,95.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0
2.0,water,ground,50.2,49.8,0.4,8.5,255.0,5120.0,55.0,45.0,45.0,25.0,25.0,15.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,3.0,3.0,0.0,0.0,0.0
2.0,water,ground,50.2,49.8,1.4,75.0,90.0,5120.0,95.0,85.0,85.0,65.0,65.0,35.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,3.0,3.0,0.0,0.0,0.0
2.0,psychic,No secondary type,88.14,11.86,0.9,26.5,45.0,8960.0,65.0,65.0,60.0,130.0,95.0,110.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
2.0,dark,No secondary type,88.14,11.86,1.0,27.0,45.0,8960.0,95.0,65.0,110.0,60.0,130.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,2.0,1.0,0.0,0.0,0.0
2.0,dark,flying,50.0,50.0,0.5,2.1,30.0,5120.0,60.0,85.0,42.0,85.0,42.0,91.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,3.0,3.0,0.0,0.0,0.0
2.0,water,psychic,50.2,49.8,2.0,79.5,70.0,5120.0,95.0,75.0,80.0,100.0,110.0,30.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,3.0,5.0,0.0,0.0,0.0
2.0,ghost,No secondary type,50.0,50.0,0.7,1.0,45.0,6400.0,60.0,60.0,60.0,85.0,85.0,85.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
2.0,psychic,No secondary type,0.0,0.0,0.5,5.0,225.0,10240.0,48.0,72.0,48.0,72.0,48.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2.0,psychic,No secondary type,50.2,49.8,1.3,28.5,45.0,5120.0,190.0,33.0,58.0,33.0,58.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0
2.0,normal,psychic,50.0,50.0,1.5,41.5,60.0,5120.0,70.0,80.0,65.0,90.0,65.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0
2.0,bug,No secondary type,50.0,50.0,0.6,7.2,190.0,5120.0,50.0,65.0,90.0,35.0,35.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0
2.0,bug,steel,50.0,50.0,1.2,125.8,75.0,5120.0,75.0,90.0,140.0,60.0,60.0,40.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,2.0,3.0,0.0,0.0,0.0
2.0,normal,No secondary type,50.2,49.8,1.5,14.0,190.0,5120.0,100.0,70.0,70.0,65.0,65.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0
2.0,ground,flying,50.0,50.0,1.1,64.8,60.0,5120.0,65.0,75.0,105.0,35.0,65.0,85.0,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0
2.0,steel,ground,50.2,49.8,9.2,400.0,25.0,6400.0,75.0,85.0,200.0,55.0,65.0,30.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,3.0,3.0,1.0,0.0,0.0
2.0,fairy,No secondary type,24.6,75.4,0.6,7.8,190.0,5120.0,60.0,80.0,50.0,40.0,40.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,3.0,3.0,0.0,0.0,0.0
2.0,fairy,No secondary type,24.6,75.4,1.4,48.7,75.0,5120.0,90.0,120.0,75.0,60.0,60.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,3.0,3.0,0.0,0.0,0.0
2.0,water,poison,50.2,49.8,0.5,3.9,45.0,5120.0,65.0,95.0,85.0,55.0,55.0,85.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,3.0,1.0,0.0,0.0,0.0
2.0,bug,steel,50.2,49.8,1.8,118.0,25.0,6400.0,70.0,130.0,100.0,55.0,80.0,65.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,3.0,3.0,1.0,0.0,0.0
2.0,bug,rock,50.2,49.8,0.6,20.5,190.0,5120.0,20.0,10.0,230.0,10.0,230.0,5.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0
2.0,bug,fighting,50.2,49.8,1.5,54.0,45.0,6400.0,80.0,125.0,75.0,40.0,95.0,85.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,3.0,1.0,1.0,0.0,0.0
2.0,dark,ice,50.2,49.8,0.9,28.0,60.0,5120.0,55.0,95.0,55.0,35.0,75.0,115.0,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0,3.0,3.0,0.0,0.0,0.0
2.0,normal,No secondary type,50.0,50.0,0.6,8.8,120.0,5120.0,60.0,80.0,50.0,50.0,50.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0
2.0,normal,No secondary type,50.0,50.0,1.8,125.8,60.0,5120.0,90.0,130.0,75.0,75.0,75.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0
2.0,fire,No secondary type,50.0,50.0,0.7,35.0,190.0,5120.0,40.0,40.0,40.0,70.0,40.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,3.0,3.0,0.0,0.0,0.0
2.0,fire,rock,50.0,50.0,0.8,55.0,75.0,5120.0,60.0,50.0,120.0,90.0,80.0,30.0,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,3.0,3.0,0.0,0.0,0.0
2.0,ice,ground,50.2,49.8,0.4,6.5,225.0,5120.0,50.0,50.0,40.0,30.0,30.0,50.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0
2.0,ice,ground,50.2,49.8,1.1,55.8,75.0,5120.0,100.0,100.0,80.0,60.0,60.0,50.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0
2.0,water,rock,24.9,75.1,0.6,5.0,60.0,5120.0,65.0,55.0,95.0,65.0,95.0,35.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0
2.0,water,No secondary type,50.2,49.8,0.6,12.0,190.0,5120.0,35.0,65.0,35.0,65.0,35.0,65.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,3.0,0.0,0.0,0.0
2.0,water,No secondary type,50.2,49.8,0.9,28.5,75.0,5120.0,75.0,105.0,75.0,105.0,75.0,45.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,3.0,0.0,0.0,0.0
2.0,ice,flying,50.2,49.8,0.9,16.0,45.0,5120.0,45.0,55.0,45.0,65.0,45.0,75.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0
2.0,water,flying,50.2,49.8,2.1,220.0,25.0,6400.0,85.0,40.0,70.0,80.0,140.0,70.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,3.0,3.0,0.0,0.0,0.0
2.0,steel,flying,50.2,49.8,1.7,50.5,25.0,6400.0,65.0,80.0,140.0,40.0,70.0,70.0,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5,3.0,1.0,0.0,0.0,0.0
2.0,dark,fire,50.0,50.0,0.6,10.8,120.0,5120.0,45.0,60.0,30.0,80.0,50.0,65.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,3.0,3.0,0.0,0.0,0.0
2.0,dark,fire,50.0,50.0,1.4,35.0,45.0,5120.0,75.0,90.0,50.0,110.0,80.0,95.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,3.0,3.0,1.0,0.0,0.0
2.0,water,dragon,50.2,49.8,1.8,152.0,45.0,5120.0,75.0,95.0,95.0,95.0,95.0,85.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,3.0,5.0,0.0,0.0,0.0
2.0,ground,No secondary type,50.0,50.0,0.5,33.5,120.0,5120.0,90.0,60.0,60.0,40.0,40.0,40.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0
2.0,ground,No secondary type,50.0,50.0,1.1,120.0,60.0,5120.0,90.0,120.0,120.0,60.0,60.0,50.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0
2.0,normal,No secondary type,0.0,0.0,0.6,32.5,45.0,5120.0,85.0,80.0,90.0,105.0,95.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0
2.0,normal,No secondary type,50.0,50.0,1.4,71.2,45.0,5120.0,73.0,95.0,62.0,85.0,65.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0
2.0,normal,No secondary type,50.0,50.0,1.2,58.0,45.0,5120.0,55.0,20.0,35.0,20.0,45.0,75.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0
2.0,fighting,No secondary type,100.0,0.0,0.7,21.0,75.0,6400.0,35.0,35.0,35.0,35.0,35.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,3.0,7.0,0.0,0.0,0.0
2.0,fighting,No secondary type,100.0,0.0,1.4,48.0,45.0,6400.0,50.0,95.0,95.0,35.0,110.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,3.0,3.0,0.0,0.0,0.0
2.0,ice,psychic,0.0,100.0,0.4,6.0,45.0,6400.0,45.0,30.0,15.0,85.0,65.0,65.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0
2.0,electric,No secondary type,75.49,24.51,0.6,23.5,45.0,6400.0,45.0,63.0,37.0,65.0,55.0,95.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,5.0,0.0,0.0,0.0
2.0,fire,No secondary type,75.49,24.51,0.7,21.4,45.0,6400.0,45.0,75.0,37.0,70.0,55.0,83.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,2.0,5.0,0.0,0.0,0.0
2.0,normal,No secondary type,0.0,100.0,1.2,75.5,45.0,5120.0,95.0,80.0,105.0,40.0,70.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0
2.0,normal,No secondary type,0.0,100.0,1.5,46.8,30.0,10240.0,255.0,10.0,10.0,75.0,135.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0
2.0,electric,No secondary type,0.0,0.0,1.9,178.0,3.0,20480.0,90.0,85.0,75.0,115.0,100.0,115.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.0,0.0,1.0
2.0,fire,No secondary type,0.0,0.0,2.1,198.0,3.0,20480.0,115.0,115.0,85.0,90.0,75.0,100.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,0.0,0.0,1.0
2.0,water,No secondary type,0.0,0.0,2.0,187.0,3.0,20480.0,100.0,75.0,115.0,90.0,115.0,85.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.0,0.0,1.0
2.0,rock,ground,50.2,49.8,0.6,72.0,45.0,10240.0,50.0,64.0,50.0,45.0,50.0,41.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0
2.0,rock,ground,50.2,49.8,1.2,152.0,45.0,10240.0,70.0,84.0,70.0,65.0,70.0,51.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0
2.0,rock,dark,50.2,49.8,2.0,202.0,45.0,10240.0,100.0,134.0,110.0,95.0,100.0,61.0,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,5.0,1.0,0.0,0.0
2.0,psychic,flying,0.0,0.0,5.2,216.0,3.0,30720.0,106.0,90.0,130.0,90.0,154.0,110.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0
2.0,fire,flying,0.0,0.0,3.8,199.0,3.0,30720.0,106.0,130.0,90.0,110.0,154.0,90.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,0.0,0.0,2.0
2.0,psychic,grass,0.0,0.0,0.6,5.0,45.0,30720.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0
3.0,grass,No secondary type,88.14,11.86,0.5,5.0,45.0,5120.0,40.0,45.0,35.0,65.0,55.0,70.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0
3.0,grass,No secondary type,88.14,11.86,0.9,21.6,45.0,5120.0,50.0,65.0,45.0,85.0,65.0,95.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0
3.0,grass,No secondary type,88.14,11.86,1.7,52.2,45.0,5120.0,70.0,85.0,65.0,105.0,85.0,120.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,0.0,0.0
3.0,fire,No secondary type,88.14,11.86,0.4,2.5,45.0,5120.0,45.0,60.0,40.0,70.0,50.0,45.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,2.0,5.0,0.0,0.0,0.0
3.0,fire,fighting,88.14,11.86,0.9,19.5,45.0,5120.0,60.0,85.0,60.0,85.0,60.0,55.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,2.0,5.0,0.0,0.0,0.0
3.0,fire,fighting,88.14,11.86,1.9,52.0,45.0,5120.0,80.0,120.0,70.0,110.0,70.0,80.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,2.0,5.0,1.0,0.0,0.0
3.0,water,No secondary type,88.14,11.86,0.4,7.6,45.0,5120.0,50.0,70.0,50.0,50.0,50.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,5.0,0.0,0.0,0.0
3.0,water,ground,88.14,11.86,0.7,28.0,45.0,5120.0,70.0,85.0,70.0,60.0,70.0,50.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,5.0,0.0,0.0,0.0
3.0,water,ground,88.14,11.86,1.5,81.9,45.0,5120.0,100.0,110.0,90.0,85.0,90.0,60.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,5.0,1.0,0.0,0.0
3.0,dark,No secondary type,50.0,50.0,0.5,13.6,255.0,3840.0,35.0,55.0,35.0,30.0,30.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,3.0,3.0,0.0,0.0,0.0
3.0,dark,No secondary type,50.0,50.0,1.0,37.0,127.0,3840.0,70.0,90.0,70.0,60.0,60.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,3.0,3.0,0.0,0.0,0.0
3.0,normal,dark,50.2,49.8,0.4,17.5,255.0,3840.0,38.0,30.0,41.0,30.0,41.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0
3.0,normal,dark,50.2,49.8,0.5,32.5,90.0,3840.0,78.0,70.0,61.0,50.0,61.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0
3.0,bug,No secondary type,50.0,50.0,0.3,3.6,255.0,3840.0,45.0,45.0,35.0,20.0,30.0,20.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0
3.0,bug,No secondary type,50.0,50.0,0.6,10.0,120.0,3840.0,50.0,35.0,55.0,25.0,25.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
3.0,bug,flying,50.0,50.0,1.0,28.4,45.0,3840.0,60.0,70.0,50.0,100.0,50.0,65.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0
3.0,bug,No secondary type,50.0,50.0,0.7,11.5,120.0,3840.0,50.0,35.0,55.0,25.0,25.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
3.0,bug,poison,50.0,50.0,1.2,31.6,45.0,3840.0,60.0,50.0,70.0,50.0,90.0,65.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,2.0,5.0,0.0,0.0,0.0
